,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,status
25542,5085963,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.0,2.0,1,0,0,0,Laborers,1.0,52.0,1
25543,5085964,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.0,2.0,1,0,0,0,Laborers,1.0,48.0,1
25544,5085965,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.0,2.0,1,0,0,0,Laborers,1.0,25.0,0
25545,5085966,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.0,2.0,1,0,0,0,Laborers,1.0,54.0,1
25547,5085968,F,N,N,0,126000.0,State servant,Secondary / secondary special,Separated,House / apartment,57.0,8.0,1,1,1,0,Waiters/barmen staff,1.0,8.0,0
25548,5085970,F,N,N,0,126000.0,State servant,Secondary / secondary special,Separated,House / apartment,57.0,8.0,1,1,1,0,Waiters/barmen staff,1.0,8.0,0
25549,5085971,F,N,N,0,126000.0,State servant,Secondary / secondary special,Separated,House / apartment,57.0,8.0,1,1,1,0,Waiters/barmen staff,1.0,12.0,0
25550,5085973,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,55.0,10.0,1,0,1,0,Medicine staff,1.0,6.0,0
25551,5085974,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,55.0,10.0,1,0,1,0,Medicine staff,1.0,13.0,0
25552,5085975,F,Y,Y,0,306000.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,0,0,Managers,2.0,24.0,0
25553,5085976,F,Y,Y,0,306000.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,0,0,Managers,2.0,9.0,0
25554,5085977,F,Y,Y,0,306000.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,0,0,Managers,2.0,17.0,0
25555,5085978,F,Y,Y,0,306000.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,0,0,Managers,2.0,15.0,0
25556,5085981,M,Y,N,0,67500.0,Working,Higher education,Single / not married,House / apartment,35.0,6.0,1,0,0,0,Laborers,1.0,52.0,1
25557,5085982,M,Y,N,0,67500.0,Working,Higher education,Single / not married,House / apartment,35.0,6.0,1,0,0,0,Laborers,1.0,12.0,0
25558,5085983,M,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Low-skill Laborers,3.0,11.0,0
25559,5085984,M,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Low-skill Laborers,3.0,6.0,0
25604,5086035,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,2.0,1,0,0,0,Drivers,3.0,29.0,0
25605,5086036,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,3.0,1,1,0,0,Laborers,2.0,51.0,1
25606,5086037,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,3.0,1,1,0,0,Laborers,2.0,44.0,1
25607,5086038,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,3.0,1,1,0,0,Laborers,2.0,9.0,0
25608,5086039,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,39.0,7.0,1,0,0,0,High skill tech staff,4.0,52.0,1
25609,5086040,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,39.0,7.0,1,0,0,0,High skill tech staff,4.0,20.0,0
25610,5086041,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,39.0,7.0,1,0,0,0,High skill tech staff,4.0,46.0,1
25611,5086043,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,39.0,7.0,1,0,0,0,High skill tech staff,4.0,35.0,1
25612,5086044,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,39.0,7.0,1,0,0,0,High skill tech staff,4.0,20.0,0
25613,5086045,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,39.0,7.0,1,0,0,0,High skill tech staff,4.0,20.0,0
25614,5086046,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,39.0,7.0,1,0,0,0,High skill tech staff,4.0,17.0,0
25615,5086047,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,39.0,7.0,1,0,0,0,High skill tech staff,4.0,10.0,0
25616,5086051,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,8.0,1,0,1,0,Laborers,2.0,54.0,1
25617,5086052,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,8.0,1,0,1,0,Laborers,2.0,46.0,1
25618,5086054,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,8.0,1,0,1,0,Laborers,2.0,33.0,1
25619,5086055,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,8.0,1,0,1,0,Laborers,2.0,29.0,0
25621,5086056,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2.0,57.0,1
25622,5086057,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2.0,17.0,0
25623,5086058,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2.0,29.0,0
25624,5086059,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2.0,37.0,1
25625,5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2.0,40.0,1
25626,5086062,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2.0,40.0,1
25627,5086063,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2.0,12.0,0
25628,5086064,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2.0,10.0,0
25630,5086067,F,N,N,1,202500.0,Working,Higher education,Civil marriage,House / apartment,32.0,9.0,1,0,0,0,Accountants,3.0,50.0,1
25632,5087473,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,32.0,5.0,1,0,0,0,Accountants,2.0,23.0,0
25633,5087477,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,61.0,19.0,1,1,1,0,High skill tech staff,2.0,52.0,1
25634,5087479,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,61.0,19.0,1,1,1,0,High skill tech staff,2.0,22.0,0
25635,5087480,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,61.0,19.0,1,1,1,0,High skill tech staff,2.0,23.0,0
25636,5087481,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,61.0,19.0,1,1,1,0,High skill tech staff,2.0,7.0,0
25646,5087496,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,23.0,0
25647,5087497,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,14.0,0
25648,5087498,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,44.0,1
25649,5087499,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,37.0,1
25650,5087500,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,23.0,0
25651,5087501,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,22.0,0
25652,5087502,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,19.0,0
25653,5087503,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,16.0,0
25654,5087504,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,15.0,0
25655,5087505,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,11.0,0
25656,5087506,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,11.0,0
25657,5087507,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,7.0,0
25658,5087508,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,7.0,0
25659,5087509,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,42.0,3.0,1,1,1,0,Managers,2.0,7.0,0
25660,5087514,F,Y,Y,1,126000.0,Commercial associate,Higher education,Married,House / apartment,34.0,0.0,1,0,0,0,Laborers,3.0,34.0,1
25661,5087515,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,28.0,1.0,1,0,0,0,Laborers,1.0,42.0,1
25662,5087531,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,36.0,1
25663,5087532,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,36.0,1
25664,5087533,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,2.0,0
25665,5087534,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,39.0,1
25666,5087535,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,0.0,0
25667,5087536,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,39.0,1
25668,5087537,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,35.0,1
25669,5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,24.0,0
25670,5087539,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,18.0,0
25671,5087540,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,1,0,1,0,Laborers,1.0,14.0,0
25672,5087546,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,7.0,1,0,0,0,Laborers,2.0,54.0,1
25673,5087547,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,7.0,1,0,0,0,Laborers,2.0,22.0,0
25674,5087548,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,7.0,1,0,0,0,Laborers,2.0,22.0,0
25675,5087549,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,7.0,1,0,0,0,Laborers,2.0,22.0,0
25676,5087550,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,7.0,1,0,0,0,Laborers,2.0,22.0,0
25677,5087552,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,7.0,1,0,0,0,Laborers,2.0,35.0,1
25678,5087553,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,7.0,1,0,0,0,Laborers,2.0,18.0,0
25679,5087554,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,7.0,1,0,0,0,Laborers,2.0,31.0,1
25697,5087611,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,35.0,2.0,1,0,0,0,Sales staff,2.0,11.0,0
25698,5087613,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,35.0,2.0,1,0,0,0,Sales staff,2.0,11.0,0
25699,5087616,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,35.0,2.0,1,0,0,0,Sales staff,2.0,6.0,0
25700,5087617,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,42.0,4.0,1,0,0,0,Laborers,3.0,29.0,0
25701,5087618,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,42.0,4.0,1,0,0,0,Laborers,3.0,4.0,0
25702,5087624,F,N,Y,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,51.0,3.0,1,0,0,0,Cleaning staff,2.0,10.0,0
25703,5087626,F,N,N,1,157500.0,Working,Higher education,Married,With parents,35.0,0.0,1,0,0,0,Sales staff,3.0,50.0,1
25704,5087627,F,N,N,1,157500.0,Working,Higher education,Married,With parents,35.0,0.0,1,0,0,0,Sales staff,3.0,39.0,1
25705,5087628,F,N,N,1,157500.0,Working,Higher education,Married,With parents,35.0,0.0,1,0,0,0,Sales staff,3.0,36.0,1
25706,5087629,F,N,N,1,157500.0,Working,Higher education,Married,With parents,35.0,0.0,1,0,0,0,Sales staff,3.0,35.0,1
25724,5087675,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,4.0,1,0,0,0,Laborers,1.0,42.0,1
25725,5087676,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,4.0,1,0,0,0,Laborers,1.0,21.0,0
25726,5087677,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,4.0,1,0,0,0,Laborers,1.0,15.0,0
25731,5087698,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,1.0,1,0,0,0,Security staff,2.0,26.0,0
25732,5087699,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,1.0,1,0,0,0,Security staff,2.0,5.0,0
25733,5087700,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,1.0,1,0,0,0,Security staff,2.0,52.0,1
25734,5087701,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,1.0,1,0,0,0,Security staff,2.0,27.0,0
25735,5087702,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,1.0,1,0,0,0,Security staff,2.0,52.0,1
25753,5087755,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,7.0,1,0,0,0,Sales staff,2.0,46.0,1
25754,5087756,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,7.0,1,0,0,0,Sales staff,2.0,46.0,1
25755,5087766,M,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,4.0,1,1,1,0,Drivers,2.0,37.0,1
25756,5087772,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,62.0,8.0,1,1,1,0,Medicine staff,2.0,46.0,1
25757,5087773,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,62.0,8.0,1,1,1,0,Medicine staff,2.0,50.0,1
25758,5087774,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,62.0,8.0,1,1,1,0,Medicine staff,2.0,55.0,1
25759,5087775,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.0,5.0,1,0,0,0,Laborers,2.0,4.0,0
25760,5087776,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.0,5.0,1,0,0,0,Laborers,2.0,9.0,0
25761,5087777,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.0,5.0,1,0,0,0,Laborers,2.0,27.0,0
25762,5087778,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.0,5.0,1,0,0,0,Laborers,2.0,26.0,0
25763,5087806,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,29.0,2.0,1,0,0,0,Laborers,1.0,12.0,0
25766,5087810,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,32.0,2.0,1,1,1,0,Sales staff,2.0,24.0,0
25767,5087811,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,32.0,2.0,1,1,1,0,Sales staff,2.0,50.0,1
25768,5087813,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,32.0,2.0,1,1,1,0,Sales staff,2.0,6.0,0
25769,5087814,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,32.0,2.0,1,1,1,0,Sales staff,2.0,10.0,0
25770,5087815,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,32.0,2.0,1,1,1,0,Sales staff,2.0,6.0,0
25771,5087816,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,32.0,2.0,1,1,1,0,Sales staff,2.0,31.0,1
25772,5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,0,Security staff,4.0,31.0,1
25773,5087820,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,0,Security staff,4.0,31.0,1
25774,5087821,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,0,Security staff,4.0,10.0,0
25775,5087824,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,0,Security staff,4.0,28.0,0
25776,5087825,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,0,Security staff,4.0,31.0,1
25777,5087826,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,0,Security staff,4.0,11.0,0
25795,5087845,M,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,43.0,12.0,1,1,1,0,Laborers,4.0,3.0,0
25796,5087846,M,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,43.0,12.0,1,1,1,0,Laborers,4.0,0.0,0
25797,5087847,M,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,43.0,12.0,1,1,1,0,Laborers,4.0,28.0,0
25798,5087848,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2.0,39.0,1
25799,5087849,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2.0,42.0,1
25800,5087850,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2.0,44.0,1
25801,5087851,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2.0,57.0,1
25802,5087852,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2.0,2.0,0
25803,5087854,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2.0,22.0,0
25804,5087855,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2.0,15.0,0
25805,5087857,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2.0,7.0,0
25806,5087861,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,1,0,0,0,Private service staff,3.0,50.0,1
25807,5087862,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,1,0,0,0,Private service staff,3.0,9.0,0
25808,5087863,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,1,0,0,0,Private service staff,3.0,7.0,0
25812,5087879,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,60.0,14.0,1,0,0,1,Core staff,2.0,53.0,1
25813,5087880,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,60.0,14.0,1,0,0,1,Core staff,2.0,52.0,1
25814,5087881,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,60.0,14.0,1,0,0,1,Core staff,2.0,50.0,1
25815,5087889,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,60.0,14.0,1,0,0,1,Core staff,2.0,21.0,0
25816,5087898,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,60.0,14.0,1,0,0,1,Core staff,2.0,49.0,1
25817,5087899,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,60.0,14.0,1,0,0,1,Core staff,2.0,30.0,1
